Exch,ExchType,ScripCode,Name,Expiry,ScripType,StrikeRate,FullName,TickSize,LotSize,QtyLimit,Multiplier,SymbolRoot,BOCOAllowed,ISIN,ScripData,Series
N,D,126890,UNITDSPR 28 OCT 2025 CE 1500.00,2025-10-28,CE,1500,UNITDSPR 28 OCT 2025 CE 1500.00,0.05,400,16000,1,UNITDSPR,N,INE854D01024,UNITDSPR 28 OCT 2025 CE 1500.00_20251028_CE_1500,XX
N,D,126892,UNITDSPR 28 OCT 2025 CE 1540.00,2025-10-28,CE,1540,UNITDSPR 28 OCT 2025 CE 1540.00,0.05,400,16000,1,UNITDSPR,N,INE854D01024,UNITDSPR 28 OCT 2025 CE 1540.00_20251028_CE_1540,XX
N,D,126915,UNITDSPR 25 NOV 2025 PE 840.00,2025-11-25,PE,840,UNITDSPR 25 NOV 2025 PE 840.00,0.05,400,16000,1,UNITDSPR,N,INE854D01024,UNITDSPR 25 NOV 2025 PE 840.00_20251125_PE_840,XX
N,D,126917,UNITDSPR 25 NOV 2025 PE 880.00,2025-11-25,PE,880,UNITDSPR 25 NOV 2025 PE 880.00,0.05,400,16000,1,UNITDSPR,N,INE854D01024,UNITDSPR 25 NOV 2025 PE 880.00_20251125_PE_880,XX
N,D,126924,UNITDSPR 25 NOV 2025 PE 1000.00,2025-11-25,PE,1000,UNITDSPR 25 NOV 2025 PE 1000.00,0.05,400,16000,1,UNITDSPR,N,INE854D01024,UNITDSPR 25 NOV 2025 PE 1000.00_20251125_PE_1000,XX
N,D,126949,UNITDSPR 25 NOV 2025 PE 1200.00,2025-11-25,PE,1200,UNITDSPR 25 NOV 2025 PE 1200.00,0.05,400,16000,1,UNITDSPR,N,INE854D01024,UNITDSPR 25 NOV 2025 PE 1200.00_20251125_PE_1200,XX
N,D,126951,UNITDSPR 25 NOV 2025 PE 1240.00,2025-11-25,PE,1240,UNITDSPR 25 NOV 2025 PE 1240.00,0.05,400,16000,1,UNITDSPR,N,INE854D01024,UNITDSPR 25 NOV 2025 PE 1240.00_20251125_PE_1240,XX
N,D,126958,UNITDSPR 25 NOV 2025 CE 1400.00,2025-11-25,CE,1400,UNITDSPR 25 NOV 2025 CE 1400.00,0.05,400,16000,1,UNITDSPR,N,INE854D01024,UNITDSPR 25 NOV 2025 CE 1400.00_20251125_CE_1400,XX
N,D,126960,UNITDSPR 25 NOV 2025 CE 1440.00,2025-11-25,CE,1440,UNITDSPR 25 NOV 2025 CE 1440.00,0.05,400,16000,1,UNITDSPR,N,INE854D01024,UNITDSPR 25 NOV 2025 CE 1440.00_20251125_CE_1440,XX
N,D,126983,UNITDSPR 25 NOV 2025 PE 1520.00,2025-11-25,PE,1520,UNITDSPR 25 NOV 2025 PE 1520.00,0.05,400,16000,1,UNITDSPR,N,INE854D01024,UNITDSPR 25 NOV 2025 PE 1520.00_20251125_PE_1520,XX
N,D,126985,UNITDSPR 25 NOV 2025 PE 1560.00,2025-11-25,PE,1560,UNITDSPR 25 NOV 2025 PE 1560.00,0.05,400,16000,1,UNITDSPR,N,INE854D01024,UNITDSPR 25 NOV 2025 PE 1560.00_20251125_PE_1560,XX
N,D,126990,UNITDSPR 25 NOV 2025 CE 1680.00,2025-11-25,CE,1680,UNITDSPR 25 NOV 2025 CE 1680.00,0.05,400,16000,1,UNITDSPR,N,INE854D01024,UNITDSPR 25 NOV 2025 CE 1680.00_20251125_CE_1680,XX
N,D,35928,INDIANB 25 NOV 2025 CE 530.00,2025-11-25,CE,530,INDIANB 25 NOV 2025 CE 530.00,0.05,1000,30000,1,INDIANB,N,INE562A01011,INDIANB 25 NOV 2025 CE 530.00_20251125_CE_530,XX
N,D,35947,INDUSTOWER 25 NOV 2025 CE 455.00,2025-11-25,CE,455,INDUSTOWER 25 NOV 2025 CE 455.00,0.05,1700,68000,1,INDUSTOWER,N,INE121J01017,INDUSTOWER 25 NOV 2025 CE 455.00_20251125_CE_455,XX
N,D,35979,IREDA 28 OCT 2025 PE 230.00,2025-10-28,PE,230,IREDA 28 OCT 2025 PE 230.00,0.05,3450,138000,1,IREDA,N,INE202E01016,IREDA 28 OCT 2025 PE 230.00_20251028_PE_230,XX
N,D,35981,IREDA 25 NOV 2025 PE 197.50,2025-11-25,PE,197.5,IREDA 25 NOV 2025 PE 197.50,0.05,3450,138000,1,IREDA,N,INE202E01016,IREDA 25 NOV 2025 PE 197.50_20251125_PE_197.5,XX
N,D,35998,IRFC 28 OCT 2025 PE 161.00,2025-10-28,PE,161,IRFC 28 OCT 2025 PE 161.00,0.05,4250,170000,1,IRFC,N,INE053F01010,IRFC 28 OCT 2025 PE 161.00_20251028_PE_161,XX
N,D,36015,ITC 25 NOV 2025 CE 585.00,2025-11-25,CE,585,ITC 25 NOV 2025 CE 585.00,0.05,1600,64000,1,ITC,N,INE154A01025,ITC 25 NOV 2025 CE 585.00_20251125_CE_585,XX
N,D,36028,JIOFIN 28 OCT 2025 CE 450.00,2025-10-28,CE,450,JIOFIN 28 OCT 2025 CE 450.00,0.05,2350,70500,1,JIOFIN,N,INE758E01017,JIOFIN 28 OCT 2025 CE 450.00_20251028_CE_450,XX
N,D,36030,JIOFIN 25 NOV 2025 CE 450.00,2025-11-25,CE,450,JIOFIN 25 NOV 2025 CE 450.00,0.05,2350,70500,1,JIOFIN,N,INE758E01017,JIOFIN 25 NOV 2025 CE 450.00_20251125_CE_450,XX
N,D,36032,JIOFIN 25 NOV 2025 PE 450.00,2025-11-25,PE,450,JIOFIN 25 NOV 2025 PE 450.00,0.05,2350,70500,1,JIOFIN,N,INE758E01017,JIOFIN 25 NOV 2025 PE 450.00_20251125_PE_450,XX
N,D,36047,KALYANKJIL 25 NOV 2025 PE 610.00,2025-11-25,PE,610,KALYANKJIL 25 NOV 2025 PE 610.00,0.05,1175,47000,1,KALYANKJIL,N,INE303R01014,KALYANKJIL 25 NOV 2025 PE 610.00_20251125_PE_610,XX
N,D,36064,KAYNES 28 OCT 2025 CE 10200.00,2025-10-28,CE,10200,KAYNES 28 OCT 2025 CE 10200.00,0.05,100,3000,1,KAYNES,N,INE918Z01012,KAYNES 28 OCT 2025 CE 10200.00_20251028_CE_10200,XX
N,D,36079,KEI 28 OCT 2025 CE 2200.00,2025-10-28,CE,2200,KEI 28 OCT 2025 CE 2200.00,0.05,175,5250,1,KEI,N,INE878B01027,KEI 28 OCT 2025 CE 2200.00_20251028_CE_2200,XX
N,D,141411,PNBHOUSING 25 NOV 2025 CE 750.00,2025-11-25,CE,750,PNBHOUSING 25 NOV 2025 CE 750.00,0.05,650,26000,1,PNBHOUSING,N,INE572E01012,PNBHOUSING 25 NOV 2025 CE 750.00_20251125_CE_750,XX
N,D,141412,PNBHOUSING 25 NOV 2025 PE 750.00,2025-11-25,PE,750,PNBHOUSING 25 NOV 2025 PE 750.00,0.05,650,26000,1,PNBHOUSING,N,INE572E01012,PNBHOUSING 25 NOV 2025 PE 750.00_20251125_PE_750,XX
N,D,141426,PNBHOUSING 25 NOV 2025 PE 850.00,2025-11-25,PE,850,PNBHOUSING 25 NOV 2025 PE 850.00,0.05,650,26000,1,PNBHOUSING,N,INE572E01012,PNBHOUSING 25 NOV 2025 PE 850.00_20251125_PE_850,XX
N,D,141429,PNBHOUSING 25 NOV 2025 CE 870.00,2025-11-25,CE,870,PNBHOUSING 25 NOV 2025 CE 870.00,0.05,650,26000,1,PNBHOUSING,N,INE572E01012,PNBHOUSING 25 NOV 2025 CE 870.00_20251125_CE_870,XX
N,D,141443,PNBHOUSING 25 NOV 2025 CE 970.00,2025-11-25,CE,970,PNBHOUSING 25 NOV 2025 CE 970.00,0.05,650,26000,1,PNBHOUSING,N,INE572E01012,PNBHOUSING 25 NOV 2025 CE 970.00_20251125_CE_970,XX
N,D,141444,PNBHOUSING 25 NOV 2025 PE 970.00,2025-11-25,PE,970,PNBHOUSING 25 NOV 2025 PE 970.00,0.05,650,26000,1,PNBHOUSING,N,INE572E01012,PNBHOUSING 25 NOV 2025 PE 970.00_20251125_PE_970,XX
N,D,141461,PNBHOUSING 25 NOV 2025 CE 1090.00,2025-11-25,CE,1090,PNBHOUSING 25 NOV 2025 CE 1090.00,0.05,650,26000,1,PNBHOUSING,N,INE572E01012,PNBHOUSING 25 NOV 2025 CE 1090.00_20251125_CE_1090,XX
N,D,141462,PNBHOUSING 25 NOV 2025 PE 1090.00,2025-11-25,PE,1090,PNBHOUSING 25 NOV 2025 PE 1090.00,0.05,650,26000,1,PNBHOUSING,N,INE572E01012,PNBHOUSING 25 NOV 2025 PE 1090.00_20251125_PE_1090,XX
N,D,141476,PNBHOUSING 30 DEC 2025 PE 600.00,2025-12-30,PE,600,PNBHOUSING 30 DEC 2025 PE 600.00,0.05,650,26000,1,PNBHOUSING,N,INE572E01012,PNBHOUSING 30 DEC 2025 PE 600.00_20251230_PE_600,XX
N,D,141479,PNBHOUSING 30 DEC 2025 CE 640.00,2025-12-30,CE,640,PNBHOUSING 30 DEC 2025 CE 640.00,0.05,650,26000,1,PNBHOUSING,N,INE572E01012,PNBHOUSING 30 DEC 2025 CE 640.00_20251230_CE_640,XX
N,D,141493,PNBHOUSING 30 DEC 2025 CE 780.00,2025-12-30,CE,780,PNBHOUSING 30 DEC 2025 CE 780.00,0.05,650,26000,1,PNBHOUSING,N,INE572E01012,PNBHOUSING 30 DEC 2025 CE 780.00_20251230_CE_780,XX
N,D,141494,PNBHOUSING 30 DEC 2025 PE 780.00,2025-12-30,PE,780,PNBHOUSING 30 DEC 2025 PE 780.00,0.05,650,26000,1,PNBHOUSING,N,INE572E01012,PNBHOUSING 30 DEC 2025 PE 780.00_20251230_PE_780,XX
N,D,141511,PNBHOUSING 30 DEC 2025 CE 940.00,2025-12-30,CE,940,PNBHOUSING 30 DEC 2025 CE 940.00,0.05,650,26000,1,PNBHOUSING,N,INE572E01012,PNBHOUSING 30 DEC 2025 CE 940.00_20251230_CE_940,XX
N,D,126992,UNITDSPR 25 NOV 2025 CE 1720.00,2025-11-25,CE,1720,UNITDSPR 25 NOV 2025 CE 1720.00,0.05,400,16000,1,UNITDSPR,N,INE854D01024,UNITDSPR 25 NOV 2025 CE 1720.00_20251125_CE_1720,XX
N,D,127085,UNOMINDA 28 OCT 2025 CE 1220.00,2025-10-28,CE,1220,UNOMINDA 28 OCT 2025 CE 1220.00,0.05,550,16500,1,UNOMINDA,N,INE405E01023,UNOMINDA 28 OCT 2025 CE 1220.00_20251028_CE_1220,XX
N,D,141512,PNBHOUSING 30 DEC 2025 PE 940.00,2025-12-30,PE,940,PNBHOUSING 30 DEC 2025 PE 940.00,0.05,650,26000,1,PNBHOUSING,N,INE572E01012,PNBHOUSING 30 DEC 2025 PE 940.00_20251230_PE_940,XX
N,D,139222,ONGC 25 NOV 2025 PE 252.50,2025-11-25,PE,252.5,ONGC 25 NOV 2025 PE 252.50,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 25 NOV 2025 PE 252.50_20251125_PE_252.5,XX
N,D,139236,ONGC 25 NOV 2025 PE 275.00,2025-11-25,PE,275,ONGC 25 NOV 2025 PE 275.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 25 NOV 2025 PE 275.00_20251125_PE_275,XX
N,D,139239,ONGC 25 NOV 2025 CE 282.50,2025-11-25,CE,282.5,ONGC 25 NOV 2025 CE 282.50,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 25 NOV 2025 CE 282.50_20251125_CE_282.5,XX
N,D,139253,ONGC 25 NOV 2025 CE 305.00,2025-11-25,CE,305,ONGC 25 NOV 2025 CE 305.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 25 NOV 2025 CE 305.00_20251125_CE_305,XX
N,D,139254,ONGC 25 NOV 2025 PE 305.00,2025-11-25,PE,305,ONGC 25 NOV 2025 PE 305.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 25 NOV 2025 PE 305.00_20251125_PE_305,XX
N,D,124754,TITAN 28 OCT 2025 PE 3750.00,2025-10-28,PE,3750,TITAN 28 OCT 2025 PE 3750.00,0.05,175,7000,1,TITAN,N,INE280A01028,TITAN 28 OCT 2025 PE 3750.00_20251028_PE_3750,XX
N,D,124943,TITAN 25 NOV 2025 CE 3400.00,2025-11-25,CE,3400,TITAN 25 NOV 2025 CE 3400.00,0.05,175,7000,1,TITAN,N,INE280A01028,TITAN 25 NOV 2025 CE 3400.00_20251125_CE_3400,XX
N,D,124945,TITAN 25 NOV 2025 CE 3500.00,2025-11-25,CE,3500,TITAN 25 NOV 2025 CE 3500.00,0.05,175,7000,1,TITAN,N,INE280A01028,TITAN 25 NOV 2025 CE 3500.00_20251125_CE_3500,XX
N,D,124977,TITAN 25 NOV 2025 CE 4100.00,2025-11-25,CE,4100,TITAN 25 NOV 2025 CE 4100.00,0.05,175,7000,1,TITAN,N,INE280A01028,TITAN 25 NOV 2025 CE 4100.00_20251125_CE_4100,XX
N,D,124979,TITAN 25 NOV 2025 CE 4200.00,2025-11-25,CE,4200,TITAN 25 NOV 2025 CE 4200.00,0.05,175,7000,1,TITAN,N,INE280A01028,TITAN 25 NOV 2025 CE 4200.00_20251125_CE_4200,XX
N,D,139271,ONGC 30 DEC 2025 CE 170.00,2025-12-30,CE,170,ONGC 30 DEC 2025 CE 170.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 30 DEC 2025 CE 170.00_20251230_CE_170,XX
N,D,40212,BANKNIFTY 31 MAR 2026 PE 79500.00,2026-03-31,PE,79500,BANKNIFTY 31 MAR 2026 PE 79500.00,0.05,35,875,1,BANKNIFTY,N,BANKNIFTY,BANKNIFTY 31 MAR 2026 PE 79500.00_20260331_PE_79500,XX
N,D,124988,TITAN 25 NOV 2025 PE 4600.00,2025-11-25,PE,4600,TITAN 25 NOV 2025 PE 4600.00,0.05,175,7000,1,TITAN,N,INE280A01028,TITAN 25 NOV 2025 PE 4600.00_20251125_PE_4600,XX
N,D,125011,TORNTPHARM 28 OCT 2025 CE 2550.00,2025-10-28,CE,2550,TORNTPHARM 28 OCT 2025 CE 2550.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 28 OCT 2025 CE 2550.00_20251028_CE_2550,XX
N,D,125013,TORNTPHARM 28 OCT 2025 CE 2650.00,2025-10-28,CE,2650,TORNTPHARM 28 OCT 2025 CE 2650.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 28 OCT 2025 CE 2650.00_20251028_CE_2650,XX
N,D,125018,TORNTPHARM 28 OCT 2025 PE 2850.00,2025-10-28,PE,2850,TORNTPHARM 28 OCT 2025 PE 2850.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 28 OCT 2025 PE 2850.00_20251028_PE_2850,XX
N,D,125043,TORNTPHARM 28 OCT 2025 PE 3950.00,2025-10-28,PE,3950,TORNTPHARM 28 OCT 2025 PE 3950.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 28 OCT 2025 PE 3950.00_20251028_PE_3950,XX
N,D,36132,KPITTECH 25 NOV 2025 CE 1500.00,2025-11-25,CE,1500,KPITTECH 25 NOV 2025 CE 1500.00,0.05,400,20000,1,KPITTECH,N,INE04I401011,KPITTECH 25 NOV 2025 CE 1500.00_20251125_CE_1500,XX
N,D,36147,LAURUSLABS 28 OCT 2025 PE 1300.00,2025-10-28,PE,1300,LAURUSLABS 28 OCT 2025 PE 1300.00,0.05,1700,34000,1,LAURUSLABS,N,INE947Q01028,LAURUSLABS 28 OCT 2025 PE 1300.00_20251028_PE_1300,XX
N,D,36164,LAURUSLABS 25 NOV 2025 PE 1300.00,2025-11-25,PE,1300,LAURUSLABS 25 NOV 2025 PE 1300.00,0.05,1700,34000,1,LAURUSLABS,N,INE947Q01028,LAURUSLABS 25 NOV 2025 PE 1300.00_20251125_PE_1300,XX
N,D,36179,LICHSGFIN 28 OCT 2025 PE 735.00,2025-10-28,PE,735,LICHSGFIN 28 OCT 2025 PE 735.00,0.05,1000,40000,1,LICHSGFIN,N,INE115A01026,LICHSGFIN 28 OCT 2025 PE 735.00_20251028_PE_735,XX
N,D,36181,LICHSGFIN 28 OCT 2025 PE 850.00,2025-10-28,PE,850,LICHSGFIN 28 OCT 2025 PE 850.00,0.05,1000,40000,1,LICHSGFIN,N,INE115A01026,LICHSGFIN 28 OCT 2025 PE 850.00_20251028_PE_850,XX
N,D,36196,LICHSGFIN 30 DEC 2025 CE 820.00,2025-12-30,CE,820,LICHSGFIN 30 DEC 2025 CE 820.00,0.05,1000,40000,1,LICHSGFIN,N,INE115A01026,LICHSGFIN 30 DEC 2025 CE 820.00_20251230_CE_820,XX
N,D,76907,COALINDIA 28 OCT 2025 PE 470.00,2025-10-28,PE,470,COALINDIA 28 OCT 2025 PE 470.00,0.05,1350,67500,1,COALINDIA,N,INE522F01014,COALINDIA 28 OCT 2025 PE 470.00_20251028_PE_470,XX
N,D,77577,COFORGE 28 OCT 2025 CE 2240.00,2025-10-28,CE,2240,COFORGE 28 OCT 2025 CE 2240.00,0.05,375,15000,1,COFORGE,N,INE591G01025,COFORGE 28 OCT 2025 CE 2240.00_20251028_CE_2240,XX
N,D,77579,COFORGE 28 OCT 2025 CE 2280.00,2025-10-28,CE,2280,COFORGE 28 OCT 2025 CE 2280.00,0.05,375,15000,1,COFORGE,N,INE591G01025,COFORGE 28 OCT 2025 CE 2280.00_20251028_CE_2280,XX
N,D,79198,CROMPTON 28 OCT 2025 PE 220.00,2025-10-28,PE,220,CROMPTON 28 OCT 2025 PE 220.00,0.05,1800,72000,1,CROMPTON,N,INE299U01018,CROMPTON 28 OCT 2025 PE 220.00_20251028_PE_220,XX
N,D,125045,TORNTPHARM 28 OCT 2025 PE 4050.00,2025-10-28,PE,4050,TORNTPHARM 28 OCT 2025 PE 4050.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 28 OCT 2025 PE 4050.00_20251028_PE_4050,XX
N,D,125054,TORNTPHARM 28 OCT 2025 CE 4250.00,2025-10-28,CE,4250,TORNTPHARM 28 OCT 2025 CE 4250.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 28 OCT 2025 CE 4250.00_20251028_CE_4250,XX
N,D,125079,TORNTPHARM 28 OCT 2025 PE 4700.00,2025-10-28,PE,4700,TORNTPHARM 28 OCT 2025 PE 4700.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 28 OCT 2025 PE 4700.00_20251028_PE_4700,XX
N,D,125086,TORNTPHARM 28 OCT 2025 CE 5100.00,2025-10-28,CE,5100,TORNTPHARM 28 OCT 2025 CE 5100.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 28 OCT 2025 CE 5100.00_20251028_CE_5100,XX
N,D,125111,TORNTPHARM 25 NOV 2025 PE 2900.00,2025-11-25,PE,2900,TORNTPHARM 25 NOV 2025 PE 2900.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 PE 2900.00_20251125_PE_2900,XX
N,D,125120,TORNTPHARM 25 NOV 2025 PE 3000.00,2025-11-25,PE,3000,TORNTPHARM 25 NOV 2025 PE 3000.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 PE 3000.00_20251125_PE_3000,XX
N,D,125213,TORNTPHARM 25 NOV 2025 PE 3800.00,2025-11-25,PE,3800,TORNTPHARM 25 NOV 2025 PE 3800.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 PE 3800.00_20251125_PE_3800,XX
N,D,87246,CIPLA 30 DEC 2025 CE 1620.00,2025-12-30,CE,1620,CIPLA 30 DEC 2025 CE 1620.00,0.05,375,15000,1,CIPLA,N,INE059A01026,CIPLA 30 DEC 2025 CE 1620.00_20251230_CE_1620,XX
N,D,87678,COALINDIA 25 NOV 2025 PE 275.00,2025-11-25,PE,275,COALINDIA 25 NOV 2025 PE 275.00,0.05,1350,67500,1,COALINDIA,N,INE522F01014,COALINDIA 25 NOV 2025 PE 275.00_20251125_PE_275,XX
N,D,87681,COALINDIA 25 NOV 2025 CE 295.00,2025-11-25,CE,295,COALINDIA 25 NOV 2025 CE 295.00,0.05,1350,67500,1,COALINDIA,N,INE522F01014,COALINDIA 25 NOV 2025 CE 295.00_20251125_CE_295,XX
N,D,88749,COFORGE 25 NOV 2025 CE 1740.00,2025-11-25,CE,1740,COFORGE 25 NOV 2025 CE 1740.00,0.05,375,15000,1,COFORGE,N,INE591G01025,COFORGE 25 NOV 2025 CE 1740.00_20251125_CE_1740,XX
N,D,89921,CONCOR 28 OCT 2025 PE 375.00,2025-10-28,PE,375,CONCOR 28 OCT 2025 PE 375.00,0.05,1250,50000,1,CONCOR,N,INE111A01025,CONCOR 28 OCT 2025 PE 375.00_20251028_PE_375,XX
N,D,139272,ONGC 30 DEC 2025 PE 170.00,2025-12-30,PE,170,ONGC 30 DEC 2025 PE 170.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 30 DEC 2025 PE 170.00_20251230_PE_170,XX
N,D,139286,ONGC 30 DEC 2025 PE 205.00,2025-12-30,PE,205,ONGC 30 DEC 2025 PE 205.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 30 DEC 2025 PE 205.00_20251230_PE_205,XX
N,D,139289,ONGC 30 DEC 2025 CE 215.00,2025-12-30,CE,215,ONGC 30 DEC 2025 CE 215.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 30 DEC 2025 CE 215.00_20251230_CE_215,XX
N,D,139290,ONGC 30 DEC 2025 PE 215.00,2025-12-30,PE,215,ONGC 30 DEC 2025 PE 215.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 30 DEC 2025 PE 215.00_20251230_PE_215,XX
N,D,139489,PATANJALI 28 OCT 2025 CE 310.00,2025-10-28,CE,310,PATANJALI 28 OCT 2025 CE 310.00,0.05,900,36000,1,PATANJALI,N,INE619A01035,PATANJALI 28 OCT 2025 CE 310.00_20251028_CE_310,XX
N,D,139490,PATANJALI 28 OCT 2025 PE 310.00,2025-10-28,PE,310,PATANJALI 28 OCT 2025 PE 310.00,0.05,900,36000,1,PATANJALI,N,INE619A01035,PATANJALI 28 OCT 2025 PE 310.00_20251028_PE_310,XX
N,D,137316,NCC 25 NOV 2025 PE 217.50,2025-11-25,PE,217.5,NCC 25 NOV 2025 PE 217.50,0.05,2700,108000,1,NCC,N,INE868B01028,NCC 25 NOV 2025 PE 217.50_20251125_PE_217.5,XX
N,D,137333,NCC 25 NOV 2025 CE 247.50,2025-11-25,CE,247.5,NCC 25 NOV 2025 CE 247.50,0.05,2700,108000,1,NCC,N,INE868B01028,NCC 25 NOV 2025 CE 247.50_20251125_CE_247.5,XX
N,D,137334,NCC 25 NOV 2025 PE 247.50,2025-11-25,PE,247.5,NCC 25 NOV 2025 PE 247.50,0.05,2700,108000,1,NCC,N,INE868B01028,NCC 25 NOV 2025 PE 247.50_20251125_PE_247.5,XX
N,D,137348,NCC 25 NOV 2025 PE 272.50,2025-11-25,PE,272.5,NCC 25 NOV 2025 PE 272.50,0.05,2700,108000,1,NCC,N,INE868B01028,NCC 25 NOV 2025 PE 272.50_20251125_PE_272.5,XX
N,D,73474,ASHOKLEY 30 DEC 2025 PE 162.00,2025-12-30,PE,162,ASHOKLEY 30 DEC 2025 PE 162.00,0.05,5000,200000,1,ASHOKLEY,N,INE208A01029,ASHOKLEY 30 DEC 2025 PE 162.00_20251230_PE_162,XX
N,D,73491,ASHOKLEY 30 DEC 2025 CE 178.00,2025-12-30,CE,178,ASHOKLEY 30 DEC 2025 CE 178.00,0.05,5000,200000,1,ASHOKLEY,N,INE208A01029,ASHOKLEY 30 DEC 2025 CE 178.00_20251230_CE_178,XX
N,D,137351,NCC 25 NOV 2025 CE 285.00,2025-11-25,CE,285,NCC 25 NOV 2025 CE 285.00,0.05,2700,108000,1,NCC,N,INE868B01028,NCC 25 NOV 2025 CE 285.00_20251125_CE_285,XX
N,D,137365,NCC 30 DEC 2025 CE 160.00,2025-12-30,CE,160,NCC 30 DEC 2025 CE 160.00,0.05,2700,108000,1,NCC,N,INE868B01028,NCC 30 DEC 2025 CE 160.00_20251230_CE_160,XX
N,D,145871,SIEMENS 30 DEC 2025 PE 2900.00,2025-12-30,PE,2900,SIEMENS 30 DEC 2025 PE 2900.00,0.05,125,7500,1,SIEMENS,N,INE003A01024,SIEMENS 30 DEC 2025 PE 2900.00_20251230_PE_2900,XX
N,D,125220,TORNTPHARM 25 NOV 2025 CE 4200.00,2025-11-25,CE,4200,TORNTPHARM 25 NOV 2025 CE 4200.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 CE 4200.00_20251125_CE_4200,XX
N,D,127001,UNITDSPR 25 NOV 2025 PE 1920.00,2025-11-25,PE,1920,UNITDSPR 25 NOV 2025 PE 1920.00,0.05,400,16000,1,UNITDSPR,N,INE854D01024,UNITDSPR 25 NOV 2025 PE 1920.00_20251125_PE_1920,XX
N,D,127074,UNOMINDA 28 OCT 2025 CE 1060.00,2025-10-28,CE,1060,UNOMINDA 28 OCT 2025 CE 1060.00,0.05,550,16500,1,UNOMINDA,N,INE405E01023,UNOMINDA 28 OCT 2025 CE 1060.00_20251028_CE_1060,XX
N,D,124693,TITAGARH 25 NOV 2025 PE 960.00,2025-11-25,PE,960,TITAGARH 25 NOV 2025 PE 960.00,0.05,725,29000,1,TITAGARH,N,INE615H01020,TITAGARH 25 NOV 2025 PE 960.00_20251125_PE_960,XX
N,D,124695,TITAGARH 25 NOV 2025 PE 1000.00,2025-11-25,PE,1000,TITAGARH 25 NOV 2025 PE 1000.00,0.05,725,29000,1,TITAGARH,N,INE615H01020,TITAGARH 25 NOV 2025 PE 1000.00_20251125_PE_1000,XX
N,D,124702,TITAGARH 25 NOV 2025 CE 1160.00,2025-11-25,CE,1160,TITAGARH 25 NOV 2025 CE 1160.00,0.05,725,29000,1,TITAGARH,N,INE615H01020,TITAGARH 25 NOV 2025 CE 1160.00_20251125_CE_1160,XX
N,D,124704,TITAGARH 25 NOV 2025 CE 1200.00,2025-11-25,CE,1200,TITAGARH 25 NOV 2025 CE 1200.00,0.05,725,29000,1,TITAGARH,N,INE615H01020,TITAGARH 25 NOV 2025 CE 1200.00_20251125_CE_1200,XX
N,D,124734,TITAN 28 OCT 2025 PE 3150.00,2025-10-28,PE,3150,TITAN 28 OCT 2025 PE 3150.00,0.05,175,7000,1,TITAN,N,INE280A01028,TITAN 28 OCT 2025 PE 3150.00_20251028_PE_3150,XX
N,D,124736,TITAN 28 OCT 2025 PE 3250.00,2025-10-28,PE,3250,TITAN 28 OCT 2025 PE 3250.00,0.05,175,7000,1,TITAN,N,INE280A01028,TITAN 28 OCT 2025 PE 3250.00_20251028_PE_3250,XX
N,D,124936,TITAN 25 NOV 2025 PE 3000.00,2025-11-25,PE,3000,TITAN 25 NOV 2025 PE 3000.00,0.05,175,7000,1,TITAN,N,INE280A01028,TITAN 25 NOV 2025 PE 3000.00_20251125_PE_3000,XX
N,D,124938,TITAN 25 NOV 2025 PE 3100.00,2025-11-25,PE,3100,TITAN 25 NOV 2025 PE 3100.00,0.05,175,7000,1,TITAN,N,INE280A01028,TITAN 25 NOV 2025 PE 3100.00_20251125_PE_3100,XX
N,D,124961,TITAN 25 NOV 2025 CE 3800.00,2025-11-25,CE,3800,TITAN 25 NOV 2025 CE 3800.00,0.05,175,7000,1,TITAN,N,INE280A01028,TITAN 25 NOV 2025 CE 3800.00_20251125_CE_3800,XX
