Exch,ExchType,ScripCode,Name,Expiry,ScripType,StrikeRate,FullName,TickSize,LotSize,QtyLimit,Multiplier,SymbolRoot,BOCOAllowed,ISIN,ScripData,Series
N,D,124963,TITAN 25 NOV 2025 CE 3900.00,2025-11-25,CE,3900,TITAN 25 NOV 2025 CE 3900.00,0.05,175,7000,1,TITAN,N,INE280A01028,TITAN 25 NOV 2025 CE 3900.00_20251125_CE_3900,XX
N,D,125002,TORNTPHARM 28 OCT 2025 PE 2200.00,2025-10-28,PE,2200,TORNTPHARM 28 OCT 2025 PE 2200.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 28 OCT 2025 PE 2200.00_20251028_PE_2200,XX
N,D,125004,TORNTPHARM 28 OCT 2025 PE 2300.00,2025-10-28,PE,2300,TORNTPHARM 28 OCT 2025 PE 2300.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 28 OCT 2025 PE 2300.00_20251028_PE_2300,XX
N,D,125027,TORNTPHARM 28 OCT 2025 PE 3150.00,2025-10-28,PE,3150,TORNTPHARM 28 OCT 2025 PE 3150.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 28 OCT 2025 PE 3150.00_20251028_PE_3150,XX
N,D,125029,TORNTPHARM 28 OCT 2025 PE 3250.00,2025-10-28,PE,3250,TORNTPHARM 28 OCT 2025 PE 3250.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 28 OCT 2025 PE 3250.00_20251028_PE_3250,XX
N,D,125036,TORNTPHARM 28 OCT 2025 CE 3650.00,2025-10-28,CE,3650,TORNTPHARM 28 OCT 2025 CE 3650.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 28 OCT 2025 CE 3650.00_20251028_CE_3650,XX
N,D,125038,TORNTPHARM 28 OCT 2025 CE 3750.00,2025-10-28,CE,3750,TORNTPHARM 28 OCT 2025 CE 3750.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 28 OCT 2025 CE 3750.00_20251028_CE_3750,XX
N,D,125068,TORNTPHARM 28 OCT 2025 PE 4450.00,2025-10-28,PE,4450,TORNTPHARM 28 OCT 2025 PE 4450.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 28 OCT 2025 PE 4450.00_20251028_PE_4450,XX
N,D,125095,TORNTPHARM 25 NOV 2025 PE 2400.00,2025-11-25,PE,2400,TORNTPHARM 25 NOV 2025 PE 2400.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 PE 2400.00_20251125_PE_2400,XX
N,D,125104,TORNTPHARM 25 NOV 2025 PE 2600.00,2025-11-25,PE,2600,TORNTPHARM 25 NOV 2025 PE 2600.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 PE 2600.00_20251125_PE_2600,XX
N,D,125136,TORNTPHARM 25 NOV 2025 CE 3200.00,2025-11-25,CE,3200,TORNTPHARM 25 NOV 2025 CE 3200.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 CE 3200.00_20251125_CE_3200,XX
N,D,125138,TORNTPHARM 25 NOV 2025 CE 3300.00,2025-11-25,CE,3300,TORNTPHARM 25 NOV 2025 CE 3300.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 CE 3300.00_20251125_CE_3300,XX
N,D,125195,TORNTPHARM 25 NOV 2025 CE 3600.00,2025-11-25,CE,3600,TORNTPHARM 25 NOV 2025 CE 3600.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 CE 3600.00_20251125_CE_3600,XX
N,D,125227,TORNTPHARM 25 NOV 2025 PE 4500.00,2025-11-25,PE,4500,TORNTPHARM 25 NOV 2025 PE 4500.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 PE 4500.00_20251125_PE_4500,XX
N,D,125229,TORNTPHARM 25 NOV 2025 PE 4600.00,2025-11-25,PE,4600,TORNTPHARM 25 NOV 2025 PE 4600.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 PE 4600.00_20251125_PE_4600,XX
N,D,125238,TORNTPOWER 28 OCT 2025 PE 680.00,2025-10-28,PE,680,TORNTPOWER 28 OCT 2025 PE 680.00,0.05,375,18750,1,TORNTPOWER,N,INE813H01021,TORNTPOWER 28 OCT 2025 PE 680.00_20251028_PE_680,XX
N,D,125263,TORNTPOWER 28 OCT 2025 CE 1100.00,2025-10-28,CE,1100,TORNTPOWER 28 OCT 2025 CE 1100.00,0.05,375,18750,1,TORNTPOWER,N,INE813H01021,TORNTPOWER 28 OCT 2025 CE 1100.00_20251028_CE_1100,XX
N,D,129207,ZYDUSLIFE 28 OCT 2025 CE 1170.00,2025-10-28,CE,1170,ZYDUSLIFE 28 OCT 2025 CE 1170.00,0.05,900,27000,1,ZYDUSLIFE,N,INE010B01027,ZYDUSLIFE 28 OCT 2025 CE 1170.00_20251028_CE_1170,XX
N,D,129214,ZYDUSLIFE 28 OCT 2025 PE 1230.00,2025-10-28,PE,1230,ZYDUSLIFE 28 OCT 2025 PE 1230.00,0.05,900,27000,1,ZYDUSLIFE,N,INE010B01027,ZYDUSLIFE 28 OCT 2025 PE 1230.00_20251028_PE_1230,XX
N,D,129216,ZYDUSLIFE 28 OCT 2025 PE 1250.00,2025-10-28,PE,1250,ZYDUSLIFE 28 OCT 2025 PE 1250.00,0.05,900,27000,1,ZYDUSLIFE,N,INE010B01027,ZYDUSLIFE 28 OCT 2025 PE 1250.00_20251028_PE_1250,XX
N,D,129248,ZYDUSLIFE 25 NOV 2025 PE 740.00,2025-11-25,PE,740,ZYDUSLIFE 25 NOV 2025 PE 740.00,0.05,900,27000,1,ZYDUSLIFE,N,INE010B01027,ZYDUSLIFE 25 NOV 2025 PE 740.00_20251125_PE_740,XX
N,D,129250,ZYDUSLIFE 25 NOV 2025 PE 760.00,2025-11-25,PE,760,ZYDUSLIFE 25 NOV 2025 PE 760.00,0.05,900,27000,1,ZYDUSLIFE,N,INE010B01027,ZYDUSLIFE 25 NOV 2025 PE 760.00_20251125_PE_760,XX
N,D,129280,ZYDUSLIFE 25 NOV 2025 PE 840.00,2025-11-25,PE,840,ZYDUSLIFE 25 NOV 2025 PE 840.00,0.05,900,27000,1,ZYDUSLIFE,N,INE010B01027,ZYDUSLIFE 25 NOV 2025 PE 840.00_20251125_PE_840,XX
N,D,125402,TORNTPOWER 25 NOV 2025 PE 640.00,2025-11-25,PE,640,TORNTPOWER 25 NOV 2025 PE 640.00,0.05,375,18750,1,TORNTPOWER,N,INE813H01021,TORNTPOWER 25 NOV 2025 PE 640.00_20251125_PE_640,XX
N,D,125429,TORNTPOWER 25 NOV 2025 PE 760.00,2025-11-25,PE,760,TORNTPOWER 25 NOV 2025 PE 760.00,0.05,375,18750,1,TORNTPOWER,N,INE813H01021,TORNTPOWER 25 NOV 2025 PE 760.00_20251125_PE_760,XX
N,D,125431,TORNTPOWER 25 NOV 2025 PE 800.00,2025-11-25,PE,800,TORNTPOWER 25 NOV 2025 PE 800.00,0.05,375,18750,1,TORNTPOWER,N,INE813H01021,TORNTPOWER 25 NOV 2025 PE 800.00_20251125_PE_800,XX
N,D,125438,TORNTPOWER 25 NOV 2025 PE 880.00,2025-11-25,PE,880,TORNTPOWER 25 NOV 2025 PE 880.00,0.05,375,18750,1,TORNTPOWER,N,INE813H01021,TORNTPOWER 25 NOV 2025 PE 880.00_20251125_PE_880,XX
N,D,127076,UNOMINDA 28 OCT 2025 CE 1100.00,2025-10-28,CE,1100,UNOMINDA 28 OCT 2025 CE 1100.00,0.05,550,16500,1,UNOMINDA,N,INE405E01023,UNOMINDA 28 OCT 2025 CE 1100.00_20251028_CE_1100,XX
N,D,127110,UNOMINDA 28 OCT 2025 CE 1460.00,2025-10-28,CE,1460,UNOMINDA 28 OCT 2025 CE 1460.00,0.05,550,16500,1,UNOMINDA,N,INE405E01023,UNOMINDA 28 OCT 2025 CE 1460.00_20251028_CE_1460,XX
N,D,127133,UNOMINDA 25 NOV 2025 PE 1040.00,2025-11-25,PE,1040,UNOMINDA 25 NOV 2025 PE 1040.00,0.05,550,16500,1,UNOMINDA,N,INE405E01023,UNOMINDA 25 NOV 2025 PE 1040.00_20251125_PE_1040,XX
N,D,127142,UNOMINDA 25 NOV 2025 CE 1200.00,2025-11-25,CE,1200,UNOMINDA 25 NOV 2025 CE 1200.00,0.05,550,16500,1,UNOMINDA,N,INE405E01023,UNOMINDA 25 NOV 2025 CE 1200.00_20251125_CE_1200,XX
N,D,127144,UNOMINDA 25 NOV 2025 CE 1240.00,2025-11-25,CE,1240,UNOMINDA 25 NOV 2025 CE 1240.00,0.05,550,16500,1,UNOMINDA,N,INE405E01023,UNOMINDA 25 NOV 2025 CE 1240.00_20251125_CE_1240,XX
N,D,125109,TORNTPHARM 25 NOV 2025 PE 2800.00,2025-11-25,PE,2800,TORNTPHARM 25 NOV 2025 PE 2800.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 PE 2800.00_20251125_PE_2800,XX
N,D,125124,TORNTPHARM 25 NOV 2025 PE 3100.00,2025-11-25,PE,3100,TORNTPHARM 25 NOV 2025 PE 3100.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 PE 3100.00_20251125_PE_3100,XX
N,D,125139,TORNTPHARM 25 NOV 2025 PE 3300.00,2025-11-25,PE,3300,TORNTPHARM 25 NOV 2025 PE 3300.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 PE 3300.00_20251125_PE_3300,XX
N,D,125192,TORNTPHARM 25 NOV 2025 PE 3400.00,2025-11-25,PE,3400,TORNTPHARM 25 NOV 2025 PE 3400.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 PE 3400.00_20251125_PE_3400,XX
N,D,125209,TORNTPHARM 25 NOV 2025 PE 3700.00,2025-11-25,PE,3700,TORNTPHARM 25 NOV 2025 PE 3700.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 PE 3700.00_20251125_PE_3700,XX
N,D,79762,CUMMINSIND 28 OCT 2025 PE 3900.00,2025-10-28,PE,3900,CUMMINSIND 28 OCT 2025 PE 3900.00,0.05,200,6000,1,CUMMINSIND,N,INE298A01020,CUMMINSIND 28 OCT 2025 PE 3900.00_20251028_PE_3900,XX
N,D,125224,TORNTPHARM 25 NOV 2025 CE 4400.00,2025-11-25,CE,4400,TORNTPHARM 25 NOV 2025 CE 4400.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 CE 4400.00_20251125_CE_4400,XX
N,D,62888,AMBER 28 OCT 2025 CE 6600.00,2025-10-28,CE,6600,AMBER 28 OCT 2025 CE 6600.00,0.05,100,3000,1,AMBER,N,INE371P01015,AMBER 28 OCT 2025 CE 6600.00_20251028_CE_6600,XX
N,D,125226,TORNTPHARM 25 NOV 2025 CE 4500.00,2025-11-25,CE,4500,TORNTPHARM 25 NOV 2025 CE 4500.00,0.05,250,7500,1,TORNTPHARM,N,INE685A01028,TORNTPHARM 25 NOV 2025 CE 4500.00_20251125_CE_4500,XX
N,D,79194,CROMPTON 28 OCT 2025 PE 200.00,2025-10-28,PE,200,CROMPTON 28 OCT 2025 PE 200.00,0.05,1800,72000,1,CROMPTON,N,INE299U01018,CROMPTON 28 OCT 2025 PE 200.00_20251028_PE_200,XX
N,D,79321,CROMPTON 28 OCT 2025 PE 310.00,2025-10-28,PE,310,CROMPTON 28 OCT 2025 PE 310.00,0.05,1800,72000,1,CROMPTON,N,INE299U01018,CROMPTON 28 OCT 2025 PE 310.00_20251028_PE_310,XX
N,D,79719,CUMMINSIND 28 OCT 2025 CE 3500.00,2025-10-28,CE,3500,CUMMINSIND 28 OCT 2025 CE 3500.00,0.05,200,6000,1,CUMMINSIND,N,INE298A01020,CUMMINSIND 28 OCT 2025 CE 3500.00_20251028_CE_3500,XX
N,D,125258,TORNTPOWER 28 OCT 2025 PE 1020.00,2025-10-28,PE,1020,TORNTPOWER 28 OCT 2025 PE 1020.00,0.05,375,18750,1,TORNTPOWER,N,INE813H01021,TORNTPOWER 28 OCT 2025 PE 1020.00_20251028_PE_1020,XX
N,D,128802,WIPRO 25 NOV 2025 CE 295.00,2025-11-25,CE,295,WIPRO 25 NOV 2025 CE 295.00,0.05,3000,90000,1,WIPRO,N,INE075A01022,WIPRO 25 NOV 2025 CE 295.00_20251125_CE_295,XX
N,D,128900,WIPRO 25 NOV 2025 PE 330.00,2025-11-25,PE,330,WIPRO 25 NOV 2025 PE 330.00,0.05,3000,90000,1,WIPRO,N,INE075A01022,WIPRO 25 NOV 2025 PE 330.00_20251125_PE_330,XX
N,D,128902,WIPRO 25 NOV 2025 PE 340.00,2025-11-25,PE,340,WIPRO 25 NOV 2025 PE 340.00,0.05,3000,90000,1,WIPRO,N,INE075A01022,WIPRO 25 NOV 2025 PE 340.00_20251125_PE_340,XX
N,D,128917,YESBANK 28 OCT 2025 CE 19.00,2025-10-28,CE,19,YESBANK 28 OCT 2025 CE 19.00,0.05,31100,933000,1,YESBANK,N,INE528G01035,YESBANK 28 OCT 2025 CE 19.00_20251028_CE_19,XX
N,D,73492,ASHOKLEY 30 DEC 2025 PE 178.00,2025-12-30,PE,178,ASHOKLEY 30 DEC 2025 PE 178.00,0.05,5000,200000,1,ASHOKLEY,N,INE208A01029,ASHOKLEY 30 DEC 2025 PE 178.00_20251230_PE_178,XX
N,D,73506,ASHOKLEY 30 DEC 2025 PE 200.00,2025-12-30,PE,200,ASHOKLEY 30 DEC 2025 PE 200.00,0.05,5000,200000,1,ASHOKLEY,N,INE208A01029,ASHOKLEY 30 DEC 2025 PE 200.00_20251230_PE_200,XX
N,D,128919,YESBANK 28 OCT 2025 CE 21.00,2025-10-28,CE,21,YESBANK 28 OCT 2025 CE 21.00,0.05,31100,933000,1,YESBANK,N,INE528G01035,YESBANK 28 OCT 2025 CE 21.00_20251028_CE_21,XX
N,D,73509,ASIANPAINT 28 OCT 2025 CE 1280.00,2025-10-28,CE,1280,ASIANPAINT 28 OCT 2025 CE 1280.00,0.05,250,10000,1,ASIANPAINT,N,INE021A01026,ASIANPAINT 28 OCT 2025 CE 1280.00_20251028_CE_1280,XX
N,D,73523,ASIANPAINT 25 NOV 2025 CE 1400.00,2025-11-25,CE,1400,ASIANPAINT 25 NOV 2025 CE 1400.00,0.05,250,10000,1,ASIANPAINT,N,INE021A01026,ASIANPAINT 25 NOV 2025 CE 1400.00_20251125_CE_1400,XX
N,D,73524,ASIANPAINT 25 NOV 2025 PE 1400.00,2025-11-25,PE,1400,ASIANPAINT 25 NOV 2025 PE 1400.00,0.05,250,10000,1,ASIANPAINT,N,INE021A01026,ASIANPAINT 25 NOV 2025 PE 1400.00_20251125_PE_1400,XX
N,D,73542,ASIANPAINT 25 NOV 2025 PE 1780.00,2025-11-25,PE,1780,ASIANPAINT 25 NOV 2025 PE 1780.00,0.05,250,10000,1,ASIANPAINT,N,INE021A01026,ASIANPAINT 25 NOV 2025 PE 1780.00_20251125_PE_1780,XX
N,D,73556,ASIANPAINT 25 NOV 2025 PE 2060.00,2025-11-25,PE,2060,ASIANPAINT 25 NOV 2025 PE 2060.00,0.05,250,10000,1,ASIANPAINT,N,INE021A01026,ASIANPAINT 25 NOV 2025 PE 2060.00_20251125_PE_2060,XX
N,D,73559,ASIANPAINT 25 NOV 2025 CE 2140.00,2025-11-25,CE,2140,ASIANPAINT 25 NOV 2025 CE 2140.00,0.05,250,10000,1,ASIANPAINT,N,INE021A01026,ASIANPAINT 25 NOV 2025 CE 2140.00_20251125_CE_2140,XX
N,D,96555,DMART 30 DEC 2025 CE 2800.00,2025-12-30,CE,2800,DMART 30 DEC 2025 CE 2800.00,0.05,150,6000,1,DMART,N,INE192R01011,DMART 30 DEC 2025 CE 2800.00_20251230_CE_2800,XX
N,D,96556,DMART 30 DEC 2025 PE 2800.00,2025-12-30,PE,2800,DMART 30 DEC 2025 PE 2800.00,0.05,150,6000,1,DMART,N,INE192R01011,DMART 30 DEC 2025 PE 2800.00_20251230_PE_2800,XX
N,D,128951,YESBANK 25 NOV 2025 CE 14.00,2025-11-25,CE,14,YESBANK 25 NOV 2025 CE 14.00,0.05,31100,933000,1,YESBANK,N,INE528G01035,YESBANK 25 NOV 2025 CE 14.00_20251125_CE_14,XX
N,D,128953,YESBANK 25 NOV 2025 CE 16.00,2025-11-25,CE,16,YESBANK 25 NOV 2025 CE 16.00,0.05,31100,933000,1,YESBANK,N,INE528G01035,YESBANK 25 NOV 2025 CE 16.00_20251125_CE_16,XX
N,D,129153,ZYDUSLIFE 28 OCT 2025 PE 1010.00,2025-10-28,PE,1010,ZYDUSLIFE 28 OCT 2025 PE 1010.00,0.05,900,27000,1,ZYDUSLIFE,N,INE010B01027,ZYDUSLIFE 28 OCT 2025 PE 1010.00_20251028_PE_1010,XX
N,D,96569,DMART 30 DEC 2025 CE 3600.00,2025-12-30,CE,3600,DMART 30 DEC 2025 CE 3600.00,0.05,150,6000,1,DMART,N,INE192R01011,DMART 30 DEC 2025 CE 3600.00_20251230_CE_3600,XX
N,D,51124,BANKNIFTY 30 DEC 2025 CE 54400.00,2025-12-30,CE,54400,BANKNIFTY 30 DEC 2025 CE 54400.00,0.05,35,875,1,BANKNIFTY,N,BANKNIFTY,BANKNIFTY 30 DEC 2025 CE 54400.00_20251230_CE_54400,XX
N,D,51303,BANKNIFTY 30 DEC 2025 PE 57500.00,2025-12-30,PE,57500,BANKNIFTY 30 DEC 2025 PE 57500.00,0.05,35,875,1,BANKNIFTY,N,BANKNIFTY,BANKNIFTY 30 DEC 2025 PE 57500.00_20251230_PE_57500,XX
N,D,51310,BANKNIFTY 30 DEC 2025 CE 57600.00,2025-12-30,CE,57600,BANKNIFTY 30 DEC 2025 CE 57600.00,0.05,35,875,1,BANKNIFTY,N,BANKNIFTY,BANKNIFTY 30 DEC 2025 CE 57600.00_20251230_CE_57600,XX
N,D,51353,BANKNIFTY 30 DEC 2025 PE 58000.00,2025-12-30,PE,58000,BANKNIFTY 30 DEC 2025 PE 58000.00,0.05,35,875,1,BANKNIFTY,N,BANKNIFTY,BANKNIFTY 30 DEC 2025 PE 58000.00_20251230_PE_58000,XX
N,D,51417,BANKNIFTY 30 DEC 2025 PE 59100.00,2025-12-30,PE,59100,BANKNIFTY 30 DEC 2025 PE 59100.00,0.05,35,875,1,BANKNIFTY,N,BANKNIFTY,BANKNIFTY 30 DEC 2025 PE 59100.00_20251230_PE_59100,XX
N,D,52589,FINNIFTY 28 OCT 2025 PE 18600.00,2025-10-28,PE,18600,FINNIFTY 28 OCT 2025 PE 18600.00,0.05,65,1755,1,FINNIFTY,N,FINNIFTY,FINNIFTY 28 OCT 2025 PE 18600.00_20251028_PE_18600,XX
N,D,80147,BHEL 25 NOV 2025 PE 212.50,2025-11-25,PE,212.5,BHEL 25 NOV 2025 PE 212.50,0.05,2625,105000,1,BHEL,N,INE257A01026,BHEL 25 NOV 2025 PE 212.50_20251125_PE_212.5,XX
N,D,80154,BHEL 25 NOV 2025 CE 225.00,2025-11-25,CE,225,BHEL 25 NOV 2025 CE 225.00,0.05,2625,105000,1,BHEL,N,INE257A01026,BHEL 25 NOV 2025 CE 225.00_20251125_CE_225,XX
N,D,80222,BHEL 25 NOV 2025 CE 262.50,2025-11-25,CE,262.5,BHEL 25 NOV 2025 CE 262.50,0.05,2625,105000,1,BHEL,N,INE257A01026,BHEL 25 NOV 2025 CE 262.50_20251125_CE_262.5,XX
N,D,80640,BHEL 30 DEC 2025 CE 180.00,2025-12-30,CE,180,BHEL 30 DEC 2025 CE 180.00,0.05,2625,105000,1,BHEL,N,INE257A01026,BHEL 30 DEC 2025 CE 180.00_20251230_CE_180,XX
N,D,129185,ZYDUSLIFE 28 OCT 2025 CE 1110.00,2025-10-28,CE,1110,ZYDUSLIFE 28 OCT 2025 CE 1110.00,0.05,900,27000,1,ZYDUSLIFE,N,INE010B01027,ZYDUSLIFE 28 OCT 2025 CE 1110.00_20251028_CE_1110,XX
N,D,129187,ZYDUSLIFE 28 OCT 2025 CE 1130.00,2025-10-28,CE,1130,ZYDUSLIFE 28 OCT 2025 CE 1130.00,0.05,900,27000,1,ZYDUSLIFE,N,INE010B01027,ZYDUSLIFE 28 OCT 2025 CE 1130.00_20251028_CE_1130,XX
N,D,129204,ZYDUSLIFE 28 OCT 2025 CE 1150.00,2025-10-28,CE,1150,ZYDUSLIFE 28 OCT 2025 CE 1150.00,0.05,900,27000,1,ZYDUSLIFE,N,INE010B01027,ZYDUSLIFE 28 OCT 2025 CE 1150.00_20251028_CE_1150,XX
N,D,129217,ZYDUSLIFE 28 OCT 2025 CE 1270.00,2025-10-28,CE,1270,ZYDUSLIFE 28 OCT 2025 CE 1270.00,0.05,900,27000,1,ZYDUSLIFE,N,INE010B01027,ZYDUSLIFE 28 OCT 2025 CE 1270.00_20251028_CE_1270,XX
N,D,129219,ZYDUSLIFE 28 OCT 2025 CE 1340.00,2025-10-28,CE,1340,ZYDUSLIFE 28 OCT 2025 CE 1340.00,0.05,900,27000,1,ZYDUSLIFE,N,INE010B01027,ZYDUSLIFE 28 OCT 2025 CE 1340.00_20251028_CE_1340,XX
N,D,129234,ZYDUSLIFE 25 NOV 2025 PE 680.00,2025-11-25,PE,680,ZYDUSLIFE 25 NOV 2025 PE 680.00,0.05,900,27000,1,ZYDUSLIFE,N,INE010B01027,ZYDUSLIFE 25 NOV 2025 PE 680.00_20251125_PE_680,XX
N,D,129236,ZYDUSLIFE 25 NOV 2025 PE 700.00,2025-11-25,PE,700,ZYDUSLIFE 25 NOV 2025 PE 700.00,0.05,900,27000,1,ZYDUSLIFE,N,INE010B01027,ZYDUSLIFE 25 NOV 2025 PE 700.00_20251125_PE_700,XX
N,D,129287,ZYDUSLIFE 25 NOV 2025 CE 860.00,2025-11-25,CE,860,ZYDUSLIFE 25 NOV 2025 CE 860.00,0.05,900,27000,1,ZYDUSLIFE,N,INE010B01027,ZYDUSLIFE 25 NOV 2025 CE 860.00_20251125_CE_860,XX
N,D,127081,UNOMINDA 28 OCT 2025 CE 1180.00,2025-10-28,CE,1180,UNOMINDA 28 OCT 2025 CE 1180.00,0.05,550,16500,1,UNOMINDA,N,INE405E01023,UNOMINDA 28 OCT 2025 CE 1180.00_20251028_CE_1180,XX
N,D,127096,UNOMINDA 28 OCT 2025 PE 1380.00,2025-10-28,PE,1380,UNOMINDA 28 OCT 2025 PE 1380.00,0.05,550,16500,1,UNOMINDA,N,INE405E01023,UNOMINDA 28 OCT 2025 PE 1380.00_20251028_PE_1380,XX
N,D,127111,UNOMINDA 28 OCT 2025 PE 1460.00,2025-10-28,PE,1460,UNOMINDA 28 OCT 2025 PE 1460.00,0.05,550,16500,1,UNOMINDA,N,INE405E01023,UNOMINDA 28 OCT 2025 PE 1460.00_20251028_PE_1460,XX
N,D,127113,UNOMINDA 28 OCT 2025 PE 1500.00,2025-10-28,PE,1500,UNOMINDA 28 OCT 2025 PE 1500.00,0.05,550,16500,1,UNOMINDA,N,INE405E01023,UNOMINDA 28 OCT 2025 PE 1500.00_20251028_PE_1500,XX
N,D,47566,BANDHANBNK 25 NOV 2025 CE 95.00,2025-11-25,CE,95,BANDHANBNK 25 NOV 2025 CE 95.00,0.05,3600,144000,1,BANDHANBNK,N,INE545U01014,BANDHANBNK 25 NOV 2025 CE 95.00_20251125_CE_95,XX
N,D,47573,BOSCHLTD 25 NOV 2025 PE 29500.00,2025-11-25,PE,29500,BOSCHLTD 25 NOV 2025 PE 29500.00,0.05,25,750,1,BOSCHLTD,N,INE323A01026,BOSCHLTD 25 NOV 2025 PE 29500.00_20251125_PE_29500,XX
N,D,47598,CIPLA 28 OCT 2025 CE 1020.00,2025-10-28,CE,1020,CIPLA 28 OCT 2025 CE 1020.00,0.05,375,15000,1,CIPLA,N,INE059A01026,CIPLA 28 OCT 2025 CE 1020.00_20251028_CE_1020,XX
N,D,47623,COFORGE 25 NOV 2025 PE 1000.00,2025-11-25,PE,1000,COFORGE 25 NOV 2025 PE 1000.00,0.05,375,15000,1,COFORGE,N,INE591G01025,COFORGE 25 NOV 2025 PE 1000.00_20251125_PE_1000,XX
N,D,47734,DABUR 28 OCT 2025 PE 300.00,2025-10-28,PE,300,DABUR 28 OCT 2025 PE 300.00,0.05,1250,50000,1,DABUR,N,INE016A01026,DABUR 28 OCT 2025 PE 300.00_20251028_PE_300,XX
N,D,47766,DALBHARAT 28 OCT 2025 PE 1700.00,2025-10-28,PE,1700,DALBHARAT 28 OCT 2025 PE 1700.00,0.05,325,9750,1,DALBHARAT,N,INE00R701025,DALBHARAT 28 OCT 2025 PE 1700.00_20251028_PE_1700,XX
N,D,47773,DALBHARAT 25 NOV 2025 CE 1280.00,2025-11-25,CE,1280,DALBHARAT 25 NOV 2025 CE 1280.00,0.05,325,9750,1,DALBHARAT,N,INE00R701025,DALBHARAT 25 NOV 2025 CE 1280.00_20251125_CE_1280,XX
N,D,47798,ICICIBANK 25 NOV 2025 PE 760.00,2025-11-25,PE,760,ICICIBANK 25 NOV 2025 PE 760.00,0.05,700,21000,1,ICICIBANK,N,INE090A01021,ICICIBANK 25 NOV 2025 PE 760.00_20251125_PE_760,XX
N,D,47839,INDIANB 28 OCT 2025 CE 1020.00,2025-10-28,CE,1020,INDIANB 28 OCT 2025 CE 1020.00,0.05,1000,30000,1,INDIANB,N,INE562A01011,INDIANB 28 OCT 2025 CE 1020.00_20251028_CE_1020,XX
N,D,47871,KAYNES 25 NOV 2025 CE 9400.00,2025-11-25,CE,9400,KAYNES 25 NOV 2025 CE 9400.00,0.05,100,3000,1,KAYNES,N,INE918Z01012,KAYNES 25 NOV 2025 CE 9400.00_20251125_CE_9400,XX
N,D,47872,KAYNES 25 NOV 2025 PE 9400.00,2025-11-25,PE,9400,KAYNES 25 NOV 2025 PE 9400.00,0.05,100,3000,1,KAYNES,N,INE918Z01012,KAYNES 25 NOV 2025 PE 9400.00_20251125_PE_9400,XX
N,D,47889,MPHASIS 28 OCT 2025 CE 1950.00,2025-10-28,CE,1950,MPHASIS 28 OCT 2025 CE 1950.00,0.05,275,8250,1,MPHASIS,N,INE356A01018,MPHASIS 28 OCT 2025 CE 1950.00_20251028_CE_1950,XX
N,D,47939,SONACOMS 25 NOV 2025 CE 220.00,2025-11-25,CE,220,SONACOMS 25 NOV 2025 CE 220.00,0.05,1050,52500,1,SONACOMS,N,INE073K01018,SONACOMS 25 NOV 2025 CE 220.00_20251125_CE_220,XX
N,D,47953,TCS 28 OCT 2025 CE 2260.00,2025-10-28,CE,2260,TCS 28 OCT 2025 CE 2260.00,0.05,175,7000,1,TCS,N,INE467B01029,TCS 28 OCT 2025 CE 2260.00_20251028_CE_2260,XX
N,D,47954,TCS 28 OCT 2025 PE 2260.00,2025-10-28,PE,2260,TCS 28 OCT 2025 PE 2260.00,0.05,175,7000,1,TCS,N,INE467B01029,TCS 28 OCT 2025 PE 2260.00_20251028_PE_2260,XX
N,D,82548,BRITANNIA 30 DEC 2025 PE 6200.00,2025-12-30,PE,6200,BRITANNIA 30 DEC 2025 PE 6200.00,0.05,125,3750,1,BRITANNIA,N,INE216A01030,BRITANNIA 30 DEC 2025 PE 6200.00_20251230_PE_6200,XX
